Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
LG,Model13644,708.0,B,,Ice Dispenser,Silver,Plastic,2.0,Germany,1552.0,,Text13644,Category3
Siemens,Model13645,229.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,5.0,USA,318.0,3015.0,Text13645,Category2
Siemens,Model13646,139.0,B,Single Door,Smart Connectivity,Black,Plastic,1.0,India,903.0,4906.0,Text13646,Category2
Siemens,Model13647,509.0,A,Side-by-Side,None,Black,Glass,5.0,India,1547.0,2980.0,Text13647,Category3
Siemens,Model13648,512.0,A+,Side-by-Side,Ice Dispenser,White,Stainless Steel,1.0,India,390.0,4518.0,Text13648,Category3
Panasonic,Model13649,628.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,India,1875.0,3434.0,Text13649,
GE,Model13650,528.0,B,Double Door,Smart Connectivity,Silver,Glass,8.0,China,1777.0,3332.0,Text13650,Category2
Electrolux,,184.0,A+,,Water Dispenser,Black,Stainless Steel,2.0,,1852.0,3755.0,Text13651,Category3
Samsung,Model13652,327.0,A,Single Door,,Silver,Stainless Steel,4.0,India,525.0,1132.0,Text13652,Category2
Samsung,Model13653,288.0,A++,Double Door,Water Dispenser,White,Glass,9.0,China,1996.0,1819.0,Text13653,Category2
Panasonic,Model13654,569.0,A+,Single Door,Ice Dispenser,Silver,Stainless Steel,9.0,Germany,1001.0,4186.0,Text13654,Category2
Haier,Model13655,307.0,B,Single Door,Water Dispenser,Gray,Plastic,7.0,Germany,687.0,4036.0,Text13655,Category1
Siemens,Model13656,448.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,2.0,Germany,1922.0,1349.0,Text13656,
Samsung,Model13657,427.0,,Double Door,Smart Connectivity,Gray,Glass,5.0,India,1620.0,2951.0,Text13657,Category3
GE,Model13658,231.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,9.0,USA,1604.0,2183.0,Text13658,Category1
Haier,Model13659,709.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,Germany,1191.0,3122.0,Text13659,Category2
Haier,Model13660,,A++,Single Door,Ice Dispenser,Black,Plastic,1.0,USA,1836.0,4134.0,Text13660,Category3
Electrolux,Model13661,102.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,9.0,China,1298.0,1286.0,Text13661,Category1
Samsung,Model13662,197.0,B,Side-by-Side,Smart Connectivity,White,Plastic,7.0,China,1885.0,,Text13662,Category3
Bosch,Model13663,500.0,A+,Side-by-Side,None,Silver,Glass,6.0,Germany,882.0,4811.0,Text13663,Category1
GE,Model13664,224.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,5.0,Germany,1417.0,2777.0,Text13664,
Whirlpool,Model13665,175.0,A,Side-by-Side,Smart Connectivity,Black,Glass,4.0,USA,1931.0,2726.0,Text13665,Category2
LG,Model13666,630.0,A+,Double Door,None,White,Stainless Steel,,Germany,1561.0,4876.0,Text13666,Category3
Bosch,Model13667,339.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,2.0,China,451.0,2248.0,Text13667,Category1
Electrolux,Model13668,771.0,A+,Side-by-Side,Water Dispenser,Black,Glass,7.0,Germany,,4259.0,Text13668,Category1
Frigidaire,Model13669,237.0,B,Single Door,None,Black,Plastic,2.0,China,319.0,3044.0,,Category2
LG,Model13670,238.0,B,,None,White,Glass,,China,740.0,2809.0,Text13670,Category2
Haier,Model13671,642.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,5.0,China,305.0,3315.0,Text13671,Category1
Electrolux,Model13672,214.0,B,Single Door,,White,Plastic,9.0,China,777.0,4415.0,Text13672,
GE,Model13673,312.0,B,Double Door,Smart Connectivity,Black,Plastic,5.0,India,,,Text13673,Category2
Frigidaire,Model13674,195.0,A+,Double Door,Ice Dispenser,Gray,,8.0,Germany,313.0,3558.0,Text13674,Category1
Whirlpool,Model13675,547.0,B,Single Door,None,Gray,Glass,9.0,India,376.0,4079.0,Text13675,Category2
GE,Model13676,603.0,B,Single Door,Water Dispenser,Silver,Glass,4.0,India,1006.0,2165.0,Text13676,Category2
Siemens,Model13677,442.0,A++,Single Door,None,Black,Plastic,3.0,Germany,775.0,3723.0,Text13677,Category2
Haier,Model13678,680.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,1.0,USA,1287.0,3566.0,Text13678,Category3
Haier,Model13679,294.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,3.0,USA,1110.0,3389.0,Text13679,Category1
Frigidaire,Model13680,735.0,A+,Single Door,Smart Connectivity,Black,Plastic,9.0,,215.0,,Text13680,Category3
Electrolux,Model13681,752.0,A,Single Door,None,White,Stainless Steel,5.0,India,983.0,3924.0,Text13681,Category2
LG,Model13682,250.0,A+,Single Door,Smart Connectivity,Black,Glass,1.0,China,265.0,1746.0,Text13682,Category1
Frigidaire,Model13683,289.0,A,Single Door,None,Gray,Plastic,2.0,India,1618.0,1087.0,Text13683,Category3
Siemens,Model13684,662.0,A+,Double Door,None,White,Stainless Steel,3.0,India,1869.0,2706.0,Text13684,Category1
Frigidaire,Model13685,616.0,A+,Side-by-Side,Water Dispenser,White,Glass,6.0,India,734.0,4637.0,Text13685,Category1
Frigidaire,Model13686,236.0,A++,Single Door,None,Gray,Glass,3.0,USA,1675.0,4832.0,Text13686,Category3
GE,Model13687,637.0,A++,,,Black,Glass,9.0,China,1583.0,4961.0,Text13687,Category1
Haier,Model13688,116.0,A++,Single Door,Ice Dispenser,Gray,Plastic,2.0,Germany,1262.0,2674.0,Text13688,Category3
Samsung,Model13689,368.0,A++,Single Door,Water Dispenser,Black,Glass,1.0,China,1393.0,,Text13689,Category1
Samsung,Model13690,553.0,B,Side-by-Side,Water Dispenser,White,Plastic,,Germany,429.0,3082.0,Text13690,Category3
Bosch,Model13691,,A++,Double Door,Smart Connectivity,White,Plastic,3.0,China,1351.0,3408.0,,Category1
Frigidaire,Model13692,320.0,B,Double Door,Ice Dispenser,,Stainless Steel,3.0,USA,,1758.0,Text13692,Category2
GE,Model13693,465.0,,Side-by-Side,Smart Connectivity,Black,Plastic,6.0,China,1568.0,1702.0,Text13693,Category3
GE,Model13694,307.0,A++,Single Door,Water Dispenser,White,Plastic,8.0,Germany,1165.0,2078.0,Text13694,Category2
GE,Model13695,579.0,A+,,Smart Connectivity,,Stainless Steel,9.0,USA,230.0,1432.0,Text13695,Category3
Electrolux,Model13696,252.0,A++,Single Door,Smart Connectivity,White,Glass,8.0,USA,1667.0,1018.0,Text13696,Category2
Haier,Model13697,731.0,A,Double Door,Water Dispenser,,Glass,1.0,Germany,1044.0,4660.0,Text13697,Category1
Frigidaire,Model13698,159.0,B,Single Door,Smart Connectivity,White,Stainless Steel,4.0,,330.0,2641.0,Text13698,Category2
Panasonic,Model13699,668.0,A,Double Door,Water Dispenser,Black,Plastic,8.0,China,,2194.0,Text13699,Category3
Bosch,Model13700,367.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,5.0,China,,4249.0,Text13700,Category1
Haier,Model13701,327.0,A+,Double Door,Water Dispenser,Silver,Glass,7.0,India,1652.0,,Text13701,Category1
GE,Model13702,613.0,A++,Double Door,Ice Dispenser,,Plastic,,China,738.0,2342.0,Text13702,Category3
Samsung,Model13703,417.0,B,Side-by-Side,None,Silver,Plastic,3.0,India,,1963.0,Text13703,Category1
Whirlpool,Model13704,767.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,3.0,Germany,337.0,4994.0,Text13704,Category2
Bosch,Model13705,107.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,7.0,China,643.0,3891.0,,Category2
Samsung,Model13706,296.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,3.0,India,1333.0,1336.0,Text13706,Category2
GE,Model13707,796.0,A++,Single Door,Ice Dispenser,Gray,Glass,3.0,India,1374.0,4299.0,Text13707,Category1
Panasonic,Model13708,480.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,USA,1112.0,,Text13708,Category3
GE,Model13709,291.0,A+,Single Door,Smart Connectivity,White,Glass,1.0,Germany,901.0,1647.0,Text13709,Category2
Panasonic,Model13710,251.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,9.0,China,1060.0,1388.0,Text13710,Category1
LG,Model13711,184.0,B,Double Door,Water Dispenser,Black,,6.0,India,203.0,2294.0,Text13711,Category1
Electrolux,Model13712,301.0,B,Single Door,Water Dispenser,,Stainless Steel,7.0,USA,,3519.0,Text13712,Category2
Samsung,Model13713,684.0,A++,Single Door,,Black,Glass,4.0,USA,1471.0,1914.0,Text13713,Category1
Bosch,Model13714,392.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,1.0,Germany,1360.0,3907.0,Text13714,Category2
Whirlpool,Model13715,620.0,,Side-by-Side,Ice Dispenser,Black,Stainless Steel,8.0,USA,403.0,3498.0,Text13715,Category1
Electrolux,Model13716,192.0,B,Side-by-Side,Water Dispenser,Black,Glass,5.0,India,967.0,3708.0,Text13716,Category1
Frigidaire,Model13717,753.0,A,,Smart Connectivity,Silver,Glass,5.0,USA,959.0,1869.0,Text13717,Category2
Samsung,Model13718,798.0,A++,Single Door,None,Black,Glass,1.0,India,1171.0,3640.0,Text13718,Category1
Electrolux,Model13719,250.0,B,Side-by-Side,None,White,Glass,5.0,Germany,,2383.0,Text13719,Category1
Haier,Model13720,626.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,India,540.0,3239.0,Text13720,
Panasonic,Model13721,,B,,Smart Connectivity,Silver,Plastic,9.0,India,805.0,1893.0,Text13721,
GE,Model13722,,A+,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,India,924.0,4611.0,Text13722,Category1
Samsung,Model13723,532.0,A+,Single Door,Smart Connectivity,White,,4.0,USA,295.0,2908.0,Text13723,Category1
Samsung,Model13724,115.0,,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,,652.0,3144.0,Text13724,Category3
Panasonic,Model13725,398.0,A,Side-by-Side,Smart Connectivity,Black,Glass,2.0,Germany,1357.0,2250.0,Text13725,Category1
Panasonic,Model13726,763.0,A,Side-by-Side,,White,Stainless Steel,9.0,Germany,614.0,1186.0,Text13726,Category2
Frigidaire,Model13727,763.0,B,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,1074.0,2779.0,,Category1
LG,Model13728,604.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,2.0,USA,1734.0,1747.0,Text13728,Category1
Siemens,Model13729,469.0,A++,Single Door,Ice Dispenser,Gray,Plastic,5.0,Germany,872.0,4165.0,Text13729,Category2
Haier,Model13730,593.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,5.0,USA,515.0,2024.0,Text13730,Category3
Samsung,Model13731,338.0,A++,Single Door,Ice Dispenser,White,,4.0,USA,1485.0,4877.0,Text13731,Category2
Siemens,Model13732,677.0,B,Single Door,Ice Dispenser,,Glass,7.0,Germany,254.0,3629.0,Text13732,Category3
Haier,Model13733,,B,Single Door,Smart Connectivity,Silver,Stainless Steel,2.0,China,1162.0,4344.0,Text13733,Category3
GE,Model13734,154.0,A,Single Door,None,White,Plastic,3.0,India,1875.0,1234.0,Text13734,Category2
LG,Model13735,259.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,3.0,India,1648.0,3499.0,Text13735,Category2
Samsung,Model13736,639.0,B,Side-by-Side,None,Black,Glass,7.0,Germany,1010.0,3364.0,Text13736,Category1
Samsung,Model13737,238.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,India,1456.0,1042.0,Text13737,
Haier,Model13738,495.0,B,Single Door,Water Dispenser,,Stainless Steel,7.0,China,1950.0,1980.0,Text13738,Category2
LG,Model13739,232.0,A+,Single Door,None,Black,Glass,4.0,Germany,1600.0,3260.0,Text13739,Category2
Frigidaire,Model13740,410.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,4.0,India,959.0,3825.0,Text13740,Category2
Samsung,Model13741,328.0,B,Single Door,Smart Connectivity,Black,Plastic,8.0,Germany,1691.0,1135.0,Text13741,Category2
Haier,Model13742,718.0,A++,Single Door,Smart Connectivity,Silver,Plastic,9.0,USA,1277.0,3016.0,Text13742,Category3
LG,Model13743,131.0,A+,Single Door,Ice Dispenser,Gray,Glass,7.0,,723.0,4242.0,Text13743,Category2
Panasonic,Model13744,482.0,A+,Double Door,None,Silver,Glass,6.0,China,,2417.0,Text13744,Category3
Frigidaire,Model13745,646.0,B,Side-by-Side,None,Gray,Glass,8.0,Germany,1034.0,,Text13745,Category1
Haier,Model13746,-25.0,A,Single Door,None,Black,Stainless Steel,4.0,USA,1179.0,3369.0,Text13746,Category1
LG,Model13747,707.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1936.0,1714.0,Text13747,Category1
Samsung,Model13748,318.0,B,Double Door,Water Dispenser,Silver,,3.0,Germany,359.0,2140.0,Text13748,Category1
Br@ndX,Model13749,116.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,USA,1669.0,,Text13749,Category1
Haier,Model13750,769.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,2.0,India,1836.0,4292.0,,Category2
Frigidaire,Model13751,659.0,A++,Single Door,Water Dispenser,Black,Plastic,8.0,India,1069.0,3705.0,Text13751,Category1
Haier,Model13752,716.0,A+,Single Door,Water Dispenser,White,Plastic,9.0,Germany,1384.0,2667.0,Text13752,Category3
Haier,Model13753,722.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,India,1493.0,2232.0,Text13753,Category3
Electrolux,Model13754,349.0,B,Single Door,Smart Connectivity,Silver,Plastic,7.0,Germany,1605.0,3638.0,Text13754,Category3
LG,Model13755,771.0,A,Single Door,Water Dispenser,Black,Glass,4.0,China,1871.0,4665.0,Text13755,Category2
Siemens,Model13756,339.0,A+,Double Door,Smart Connectivity,White,Stainless Steel,1.0,Germany,240.0,4012.0,Text13756,Category2
Whirlpool,,574.0,A+,Single Door,Smart Connectivity,White,Glass,3.0,India,629.0,2438.0,Text13757,Category1
GE,Model13758,115.0,A+,Side-by-Side,Water Dispenser,Gray,Stainless Steel,5.0,Germany,630.0,4394.0,Text13758,Category1
GE,Model13759,197.0,B,Side-by-Side,Smart Connectivity,Black,Glass,5.0,Germany,581.0,3983.0,Text13759,Category2
Panasonic,Model13760,536.0,B,Double Door,None,White,Stainless Steel,5.0,USA,1935.0,2343.0,Text13760,Category3
GE,Model13761,676.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,4.0,Germany,805.0,3973.0,Text13761,Category2
GE,Model13762,650.0,A+,Double Door,,White,Glass,9.0,Germany,,2851.0,Text13762,Category1
Whirlpool,Model13763,157.0,A++,Single Door,Ice Dispenser,Black,Plastic,9.0,China,1018.0,2210.0,Text13763,Category2
Frigidaire,Model13764,737.0,A,Side-by-Side,None,White,Plastic,1.0,India,273.0,2912.0,Text13764,Category3
Bosch,Model13765,331.0,A++,Double Door,Water Dispenser,Silver,Glass,9.0,China,1041.0,1436.0,Text13765,Category2
Whirlpool,Model13766,756.0,A+,Side-by-Side,None,White,Plastic,5.0,China,1131.0,1846.0,Text13766,Category1
Haier,Model13767,,A+,Single Door,None,White,Glass,1.0,India,555.0,3253.0,Text13767,Category3
GE,Model13768,739.0,B,Side-by-Side,None,,Glass,5.0,USA,762.0,1963.0,Text13768,Category1
Whirlpool,Model13769,136.0,,Double Door,,Gray,Stainless Steel,7.0,Germany,318.0,1890.0,Text13769,Category3
Electrolux,Model13770,703.0,A,Side-by-Side,Water Dispenser,Black,Stainless Steel,9.0,Germany,351.0,2571.0,Text13770,Category2
Whirlpool,Model13771,228.0,A++,Double Door,None,Black,Glass,6.0,China,1234.0,3934.0,Text13771,Category2
Whirlpool,Model13772,409.0,B,Single Door,Water Dispenser,White,Plastic,1.0,USA,1976.0,1497.0,Text13772,Category1
Whirlpool,Model13773,204.0,A++,Double Door,Ice Dispenser,Gray,Plastic,1.0,Germany,446.0,4189.0,Text13773,Category2
GE,Model13774,783.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,7.0,China,664.0,3552.0,Text13774,Category2
Frigidaire,Model13775,325.0,A+,Side-by-Side,Ice Dispenser,White,Glass,3.0,India,1878.0,1260.0,Text13775,Category2
Samsung,Model13776,541.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,Germany,1015.0,4464.0,,Category1
LG,Model13777,543.0,A+,,None,Black,Glass,1.0,India,,3229.0,Text13777,Category2
Samsung,Model13778,606.0,A,Double Door,Smart Connectivity,Black,,3.0,China,1469.0,4591.0,Text13778,Category2
Haier,Model13779,171.0,B,Side-by-Side,Ice Dispenser,Gray,Glass,2.0,India,,,Text13779,Category1
Bosch,Model13780,,A,,Smart Connectivity,Silver,Plastic,2.0,India,887.0,1487.0,Text13780,Category2
Whirlpool,Model13781,338.0,B,Double Door,Ice Dispenser,Silver,Plastic,2.0,China,1507.0,4745.0,Text13781,Category1
Electrolux,Model13782,570.0,A+,Single Door,,White,Stainless Steel,2.0,USA,1767.0,4938.0,,Category3
Haier,Model13783,-89.0,A++,Double Door,Water Dispenser,Silver,Plastic,1.0,China,1129.0,2183.0,,Category2
LG,Model13784,479.0,A+,Double Door,None,Black,Plastic,2.0,Germany,669.0,1503.0,Text13784,Category1
Frigidaire,Model13785,337.0,A,Double Door,Water Dispenser,Silver,Glass,6.0,Germany,393.0,,Text13785,Category2
Whirlpool,Model13786,684.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,6.0,USA,1445.0,1323.0,Text13786,
Samsung,Model13787,365.0,A,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,7.0,India,829.0,4817.0,Text13787,Category2
Whirlpool,Model13788,514.0,A+,Double Door,None,Gray,Plastic,5.0,Germany,1772.0,,Text13788,Category3
Electrolux,Model13789,426.0,A,Single Door,Smart Connectivity,Silver,Glass,6.0,Germany,649.0,3108.0,Text13789,Category1
LG,Model13790,165.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,3.0,India,1966.0,,Text13790,Category2
Bosch,Model13791,702.0,A,,Ice Dispenser,Gray,Plastic,9.0,USA,1523.0,4282.0,Text13791,Category1
Samsung,Model13792,194.0,A+,Side-by-Side,,Black,Stainless Steel,5.0,,1179.0,3812.0,Text13792,Category3
Electrolux,Model13793,438.0,A+,Single Door,Ice Dispenser,Gray,Plastic,,Germany,1895.0,1160.0,Text13793,Category2
Samsung,Model13794,429.0,A,Double Door,Smart Connectivity,Silver,Plastic,4.0,Germany,795.0,,Text13794,Category2
Panasonic,Model13795,231.0,A,Side-by-Side,None,White,Glass,2.0,India,1975.0,1560.0,Text13795,Category1
Frigidaire,Model13796,141.0,A,Double Door,Smart Connectivity,Silver,Plastic,6.0,Germany,560.0,3703.0,Text13796,Category1
Haier,Model13797,252.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,7.0,China,1065.0,4065.0,Text13797,Category2
Panasonic,Model13798,151.0,A,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,Germany,1255.0,1001.0,,Category3
Whirlpool,Model13799,277.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,3.0,Germany,781.0,1265.0,Text13799,Category1
Samsung,Model13800,397.0,B,Side-by-Side,None,,Glass,,India,756.0,,Text13800,Category3
Whirlpool,Model13801,445.0,A+,Single Door,Ice Dispenser,White,Glass,5.0,Germany,791.0,4198.0,Text13801,Category1
Frigidaire,Model13802,232.0,A,Side-by-Side,Water Dispenser,Gray,Glass,1.0,India,308.0,2792.0,Text13802,Category2
GE,Model13803,642.0,B,Single Door,None,Gray,Stainless Steel,2.0,Germany,1508.0,1648.0,,Category2
Bosch,Model13804,322.0,B,Single Door,Water Dispenser,Black,Stainless Steel,8.0,India,1643.0,2866.0,Text13804,Category2
Frigidaire,Model13805,267.0,A++,Double Door,Smart Connectivity,Silver,Plastic,5.0,India,1084.0,1398.0,Text13805,Category3
Siemens,Model13806,,A++,Side-by-Side,Ice Dispenser,White,Plastic,3.0,USA,946.0,1451.0,Text13806,Category2
Panasonic,Model13807,464.0,,Double Door,Water Dispenser,Gray,Glass,1.0,India,1706.0,1668.0,Text13807,Category1
Bosch,Model13808,226.0,A+,Double Door,Smart Connectivity,Black,Plastic,9.0,USA,1602.0,1863.0,Text13808,Category3
GE,Model13809,534.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,2.0,USA,1849.0,3356.0,Text13809,Category3
GE,Model13810,600.0,A,Single Door,Ice Dispenser,Gray,Glass,1.0,India,228.0,1758.0,Text13810,Category1
Panasonic,,295.0,A+,Single Door,None,Black,Plastic,2.0,China,1388.0,3639.0,Text13811,Category2
Bosch,,266.0,A++,Side-by-Side,None,Black,Stainless Steel,7.0,USA,352.0,4901.0,Text13812,Category2
Electrolux,Model13813,556.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,2.0,Germany,1243.0,1076.0,Text13813,Category2
LG,Model13814,282.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,9.0,Germany,1781.0,,Text13814,Category3
GE,Model13815,300.0,A++,Side-by-Side,None,Black,Glass,9.0,USA,1437.0,2122.0,Text13815,Category3
Electrolux,Model13816,242.0,A,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,USA,990.0,3203.0,Text13816,Category1
Samsung,Model13817,680.0,B,Side-by-Side,Ice Dispenser,Black,Glass,7.0,Germany,340.0,2024.0,Text13817,
GE,Model13818,793.0,A,Double Door,Water Dispenser,White,Plastic,,China,1552.0,4830.0,Text13818,Category1
LG,Model13819,358.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,2.0,Germany,,1711.0,Text13819,Category1
Siemens,Model13820,186.0,A++,Single Door,Ice Dispenser,White,Plastic,3.0,USA,1163.0,4409.0,Text13820,Category3
LG,Model13821,308.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,8.0,India,1157.0,2952.0,Text13821,Category2
LG,Model13822,591.0,A++,Double Door,Ice Dispenser,White,Glass,7.0,India,700.0,1276.0,Text13822,Category3
Bosch,Model13823,560.0,A,Single Door,Ice Dispenser,White,Glass,4.0,India,1441.0,1157.0,Text13823,Category3
Electrolux,Model13824,617.0,A,Side-by-Side,Water Dispenser,White,Plastic,1.0,USA,394.0,1274.0,Text13824,Category1
Bosch,Model13825,777.0,A,Single Door,None,Gray,Plastic,9.0,Germany,1063.0,3787.0,Text13825,Category2
Bosch,Model13826,161.0,A+,Double Door,None,Black,Stainless Steel,,China,834.0,2533.0,Text13826,Category3
Frigidaire,Model13827,454.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,1.0,Germany,733.0,2050.0,Text13827,Category2
Haier,Model13828,315.0,B,Single Door,Ice Dispenser,White,Plastic,5.0,India,1572.0,3865.0,Text13828,Category3
Panasonic,Model13829,782.0,B,Double Door,Smart Connectivity,White,,1.0,Germany,244.0,2413.0,Text13829,Category2
Bosch,Model13830,345.0,A+,,None,Silver,Plastic,7.0,USA,1715.0,2676.0,Text13830,Category2
Bosch,Model13831,150.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,4.0,China,1110.0,1538.0,Text13831,Category2
Whirlpool,Model13832,284.0,A+,Single Door,Water Dispenser,Silver,Plastic,5.0,Germany,1155.0,4526.0,Text13832,Category1
GE,Model13833,264.0,A+,Single Door,Smart Connectivity,Silver,Glass,5.0,China,1482.0,3379.0,Text13833,Category3
Siemens,Model13834,391.0,B,Side-by-Side,Water Dispenser,Silver,Glass,6.0,USA,925.0,3572.0,Text13834,Category3
Samsung,Model13835,702.0,A,Double Door,Ice Dispenser,Black,,8.0,Germany,688.0,3574.0,Text13835,Category2
GE,Model13836,495.0,A++,Double Door,Water Dispenser,White,Stainless Steel,,Germany,1743.0,1135.0,,Category3
Siemens,Model13837,423.0,B,,None,White,Stainless Steel,7.0,USA,1075.0,1339.0,Text13837,Category1
Whirlpool,Model13838,666.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,9.0,Germany,892.0,4363.0,,Category3
Samsung,Model13839,507.0,A++,Side-by-Side,Smart Connectivity,Black,Plastic,7.0,China,815.0,2324.0,Text13839,Category1
LG,Model13840,182.0,A++,Side-by-Side,None,White,Glass,5.0,India,649.0,,Text13840,Category2
GE,Model13841,350.0,B,Side-by-Side,Ice Dispenser,Black,Plastic,9.0,India,637.0,3610.0,Text13841,Category2
GE,Model13842,655.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,8.0,Germany,1493.0,2269.0,Text13842,Category1
Electrolux,Model13843,356.0,A,Single Door,Smart Connectivity,White,Plastic,,China,1198.0,2390.0,Text13843,Category1
GE,Model13844,646.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,,China,1010.0,3980.0,Text13844,Category2
Siemens,Model13845,508.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,China,483.0,1957.0,Text13845,Category3
LG,Model13846,115.0,,Side-by-Side,,Gray,Plastic,3.0,China,607.0,1391.0,Text13846,Category3
Haier,Model13847,451.0,A,Side-by-Side,Water Dispenser,Black,Glass,3.0,Germany,523.0,2914.0,Text13847,Category1
Frigidaire,Model13848,329.0,,Side-by-Side,Water Dispenser,Gray,Plastic,6.0,India,1471.0,2034.0,Text13848,Category1
LG,Model13849,469.0,,Double Door,,Gray,Stainless Steel,1.0,USA,733.0,4436.0,Text13849,Category1
Bosch,Model13850,,A,Double Door,None,White,Stainless Steel,8.0,USA,578.0,,Text13850,Category2
Frigidaire,Model13851,482.0,A++,Single Door,None,Black,Stainless Steel,6.0,USA,921.0,2686.0,Text13851,Category2
Panasonic,Model13852,250.0,A+,Double Door,None,,Plastic,4.0,China,317.0,3078.0,Text13852,Category1
Panasonic,Model13853,452.0,B,Side-by-Side,Water Dispenser,Silver,Stainless Steel,1.0,Germany,538.0,2233.0,Text13853,Category1
Haier,Model13854,230.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,9.0,USA,1632.0,2474.0,Text13854,Category1
LG,Model13855,489.0,A+,Side-by-Side,,Black,Stainless Steel,6.0,USA,1986.0,4734.0,Text13855,Category3
GE,Model13856,525.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,India,1515.0,2695.0,Text13856,Category3
Samsung,Model13857,148.0,A+,Double Door,None,Black,Glass,4.0,China,1957.0,1421.0,Text13857,Category1
Bosch,Model13858,703.0,,Single Door,Water Dispenser,White,Glass,1.0,China,226.0,1385.0,Text13858,Category1
Panasonic,Model13859,243.0,A++,Double Door,None,Black,Plastic,3.0,,1623.0,4268.0,Text13859,Category2
Bosch,Model13860,638.0,A,Double Door,Ice Dispenser,Black,Plastic,6.0,USA,1061.0,4621.0,Text13860,Category3
Bosch,Model13861,224.0,A+,Double Door,Smart Connectivity,Black,Glass,2.0,China,1281.0,1018.0,Text13861,Category3
Haier,Model13862,231.0,A,Double Door,Smart Connectivity,Black,Glass,8.0,China,291.0,2607.0,Text13862,Category1
Frigidaire,Model13863,501.0,A,Double Door,None,Black,Plastic,7.0,Germany,1622.0,4920.0,Text13863,Category2
Samsung,Model13864,484.0,A++,Double Door,Ice Dispenser,,Glass,9.0,,585.0,2695.0,Text13864,Category3
Frigidaire,Model13865,443.0,B,Single Door,Water Dispenser,Silver,Plastic,6.0,China,732.0,2723.0,Text13865,Category2
Frigidaire,Model13866,549.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,7.0,USA,458.0,2816.0,Text13866,Category2
Bosch,Model13867,763.0,A++,Single Door,Water Dispenser,White,Plastic,9.0,China,1731.0,1110.0,Text13867,Category2
LG,Model13868,159.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,1.0,China,816.0,3646.0,Text13868,Category2
